Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Texto leve,1338,0,1300.0,1954.4927714663772,174.9743700002,8508.532734000255,31820.0,23.070594411593525,0.0,1300,1700,2100,2700,3900,6800,7900,8200,8500,8500,8500
,Aggregated,1338,0,1300.0,1954.4927714663772,174.9743700002,8508.532734000255,31820.0,23.070594411593525,0.0,1300,1700,2100,2700,3900,6800,7900,8200,8500,8500,8500
