Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Imagem 253kb (arquivo),1170,0,83,114.88771719488531,9.170624999569554,1803.4394020005493,128743.0,13.350332337284938,0.0,83,100,120,130,190,290,440,550,1800,1800,1800
GET,Imagem 253kb (pagina),1172,0,900.0,1188.063204190276,112.78860899983556,4574.817231000452,30707.0,13.373153418203374,0.0,900,1300,1700,2000,2400,2800,3300,3800,4400,4600,4600
GET,Texto leve,1227,0,850.0,1161.5579481075897,126.91990499934036,4560.8979679991535,31820.0,14.000733143460359,0.0,850,1200,1600,1900,2500,2900,3400,4100,4500,4600,4600
,Aggregated,3569,0,550.0,827.139340643606,9.170624999569554,4574.817231000452,63228.09022135052,40.72421889894867,0.0,550,870,1200,1400,2200,2700,3000,3600,4500,4600,4600
