Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Imagem 253kb (arquivo),494,0,410.0,603.5659783927338,106.0202209991985,5149.883771000532,128743.0,8.117044551824502,0.0,410,590,730,830,1100,1800,2300,3100,5100,5100,5100
GET,Imagem 253kb (pagina),497,104,6200.0,6686.282134672016,239.46477299978142,20253.31430300139,24835.080482897385,8.166338344649347,1.708851484594632,6200,7900,8900,11000,13000,15000,16000,17000,20000,20000,20000
GET,Texto leve,512,108,6000.0,6489.759810466773,261.13042599899927,20146.055012999568,25666.109375,8.412807308773573,1.7745765416944255,6000,7600,8700,9900,13000,14000,16000,16000,20000,20000,20000
,Aggregated,1503,212,4200.0,4620.093704069854,106.0202209991985,20253.31430300139,59270.209580838324,24.696190205247422,3.4834280262890576,4200,6000,7500,8200,12000,13000,16000,16000,20000,20000,20000
